stabilityOddEven,FadPlusorMinus,MouseID,cohortID
0.785398163397448,1,5507,0
-0.0888530144481187,1,5507,0
-0.0927502480380947,1,5507,0
0,1,5507,0
-0.0665681637758238,1,5507,0
0.0217518945592463,1,5507,0
0.0522930865012593,1,5507,0
0,1,5507,0
0,1,5507,0
0.785398163397448,1,5507,0
-0.173630016333362,1,5507,0
0.785398163397448,1,5507,0
0,1,5507,0
0.0728290248705717,1,5507,0
0,1,5507,0
0,1,5507,0
-0.0665681637758238,1,5507,0
0,1,5507,0
-0.131944863883096,1,5507,0
0.15039332498799,1,5507,0
0.529324436322098,1,5507,0
-0.111078203824682,1,5507,0
-0.14446437387916,1,5507,0
-0.0665681637758238,1,5507,0
0,1,5507,0
0,1,5507,0
-0.252593936383885,1,5507,0
0,1,5507,0
0.523327837574425,1,5507,0
-0.0665681637758238,1,5507,0
0.785398163397448,1,5507,0
-0.00871031993214497,1,5507,0
0,1,5507,0
-0.0665681637758238,1,5507,0
0.31122705030773,1,5507,0
0.0901733828650276,1,5507,0
-0.0853501112581005,1,5507,0
0.785398163397448,1,5507,0
-0.0665681637758238,1,5507,0
0.481893939020631,1,5507,0
0,1,5507,0
0.785398163397448,1,5507,0
0.366700790095787,1,5507,0
-0.0665681637758238,1,5507,0
0,1,5507,0
0,1,5507,0
-0.0665681637758238,1,5507,0
0.785398163397448,1,5507,0
0.0658515558272725,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0.288396947163142,1,5507,0
0.611545806548895,1,5507,0
-0.180414804920212,1,5507,0
0.759368311272239,1,5507,0
0,1,5507,0
-0.103584630954804,1,5507,0
0,1,5507,0
-0.0938333962824868,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0.43376035663375,1,5507,0
0,1,5507,0
0.171669294229832,1,5507,0
-0.106358949898539,1,5507,0
0.120845607855706,1,5507,0
-0.046484014568661,1,5507,0
0,1,5507,0
0.165387153710614,1,5507,0
0,1,5507,0
-0.0665681637758238,1,5507,0
-0.0665681637758238,1,5507,0
0,1,5507,0
-0.0665681637758238,1,5507,0
-0.0972484615696443,1,5507,0
0,1,5507,0
0.526775836888965,1,5507,0
-0.0717948568332646,1,5507,0
0.16808971163472,1,5507,0
-0.0972728567174489,1,5507,0
0,1,5507,0
-0.0472996228772136,1,5507,0
-0.0792724648062243,1,5507,0
0.278517945751305,1,5507,0
0.720450884467003,1,5507,0
0.700327846179632,1,5507,0
0.25135319001289,1,5507,0
0.60007169019194,1,5507,0
0.0845299465324392,1,5507,0
0,1,5507,0
0.785398163397448,1,5507,0
-0.0948878012911483,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0.46538042487029,1,5507,0
0.486112388366748,1,5507,0
0,1,5507,0
-0.103620673043678,1,5507,0
-0.00322183652982277,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0.767070808005425,1,5507,0
0.472799354902724,1,5507,0
0.781446073383806,1,5507,0
0.425662702525183,1,5507,0
0,1,5507,0
0,1,5507,0
0.380661035643565,1,5507,0
-0.0665681637758238,1,5507,0
0.42007187566331,1,5507,0
-0.223453409212805,1,5507,0
-0.0665681637758238,1,5507,0
-0.0971131597318715,1,5507,0
0,1,5507,0
0.0508393212073884,1,5507,0
-0.0395478052258131,1,5507,0
0,1,5507,0
