InformationScore,FadPlusorMinus,MouseID,cohortID
30.8645677161419,1,5507,0
2.73840074298828,1,5507,0
6.30967280129471,1,5507,0
4.83605608706614,1,5507,0
4.16076826331228,1,5507,0
7.52004225916951,1,5507,0
8.25912138099751,1,5507,0
30.8645677161419,1,5507,0
6.50994786805408,1,5507,0
6.69416312873327,1,5507,0
1.27793487200952,1,5507,0
13.0291593544009,1,5507,0
32.2602948652771,1,5507,0
2.45697971511417,1,5507,0
4.75038129130656,1,5507,0
7.18358561313935,1,5507,0
3.17935104130783,1,5507,0
30.8645677161419,1,5507,0
4.15667629077096,1,5507,0
1.45019577165122,1,5507,0
2.468246332265,1,5507,0
3.34025496927186,1,5507,0
2.55366235960909,1,5507,0
8.00706977361666,1,5507,0
32.2602948652771,1,5507,0
3.38367849860058,1,5507,0
0.27057563328597,1,5507,0
5.011334364989,1,5507,0
1.25489922340319,1,5507,0
23.6623694135284,1,5507,0
32.2602948652771,1,5507,0
4.13477813465889,1,5507,0
32.2602948652771,1,5507,0
5.34658866547252,1,5507,0
0.209783553358866,1,5507,0
1.6985620847189,1,5507,0
3.41802341471781,1,5507,0
30.8645677161419,1,5507,0
5.874551677419,1,5507,0
0.8934819611435,1,5507,0
32.2602948652771,1,5507,0
30.8645677161419,1,5507,0
1.79984593865502,1,5507,0
4.94420417799495,1,5507,0
3.05991736204061,1,5507,0
4.09395302348826,1,5507,0
23.6623694135284,1,5507,0
30.8645677161419,1,5507,0
12.7699740732254,1,5507,0
32.2602948652771,1,5507,0
5.04321301474326,1,5507,0
4.7496251874063,1,5507,0
11.2853057331811,1,5507,0
2.4875653128165,1,5507,0
2.51508630492697,1,5507,0
27.3565610010435,1,5507,0
4.39780109945027,1,5507,0
3.7010755889572,1,5507,0
30.8645677161419,1,5507,0
4.31730083483831,1,5507,0
4.16796041975319,1,5507,0
24.8355208137214,1,5507,0
3.42399124270525,1,5507,0
0.563437327793194,1,5507,0
30.8645677161419,1,5507,0
6.49498151910328,1,5507,0
2.05907826539974,1,5507,0
1.63193180082045,1,5507,0
3.84090444964829,1,5507,0
5.00549725137431,1,5507,0
1.41375422809809,1,5507,0
4.09848282938244,1,5507,0
3.35913292944342,1,5507,0
11.2452306113665,1,5507,0
30.8645677161419,1,5507,0
3.29374102702105,1,5507,0
2.51445218762932,1,5507,0
23.6623694135284,1,5507,0
2.64709802208166,1,5507,0
3.21566724297115,1,5507,0
9.17373098854294,1,5507,0
8.27112630162594,1,5507,0
4.01830198271479,1,5507,0
0.99710028790554,1,5507,0
4.59238919385867,1,5507,0
3.11675250123186,1,5507,0
2.85831628449116,1,5507,0
23.7048683825577,1,5507,0
0.41915012153653,1,5507,0
1.09680214454302,1,5507,0
9.09212699211121,1,5507,0
6.69416312873327,1,5507,0
4.01830198271479,1,5507,0
2.83705467646851,1,5507,0
4.09395302348826,1,5507,0
30.8645677161419,1,5507,0
30.8645677161419,1,5507,0
1.76044593413876,1,5507,0
24.0165937613387,1,5507,0
30.8645677161419,1,5507,0
2.5758535835138,1,5507,0
6.09215377854685,1,5507,0
23.6623694135284,1,5507,0
6.9550677513656,1,5507,0
3.25984448012882,1,5507,0
25.4720800268944,1,5507,0
1.10117858541476,1,5507,0
4.3847219714397,1,5507,0
2.22099758277846,1,5507,0
3.0209741826304,1,5507,0
6.75390122101136,1,5507,0
9.01501541462048,1,5507,0
5.00364675765132,1,5507,0
2.07390763764678,1,5507,0
1.60875582088835,1,5507,0
4.70077514082629,1,5507,0
3.15327132499374,1,5507,0
23.6623694135284,1,5507,0
5.52951734112296,1,5507,0
3.41965376522485,1,5507,0
32.2602948652771,1,5507,0
2.23418470434029,1,5507,0
2.05219449520562,1,5507,0
24.0988649550107,1,5507,0
2.47001844894987,1,5507,0
4.15138661493156,1,5507,0
1.77012425740323,1,5507,0
2.18123371743068,1,5507,0
0.870982629399948,1,5507,0
2.63340944950471,1,5507,0
0.694346231970844,1,5507,0
0.303142280478196,1,5507,0
2.45738338542172,1,5507,0
2.69212469558839,1,5507,0
5.34658866547252,1,5507,0
0.459637925360658,1,5507,0
26.2462080938772,1,5507,0
1.87827088035819,1,5507,0
3.36135487234337,1,5507,0
26.421606383811,1,5507,0
3.45402900981133,1,5507,0
0.57780779747683,1,5507,0
0.568810006393119,1,5507,0
1.97497128685063,1,5507,0
30.8645677161419,1,5507,0
3.5465175394001,1,5507,0
32.2602948652771,1,5507,0
32.2602948652771,1,5507,0
1.81739782588627,1,5507,0
24.4731492647236,1,5507,0
8.3108443687724,1,5507,0
4.09395302348826,1,5507,0
7.110333482353,1,5507,0
1.91617364903386,1,5507,0
32.2602948652771,1,5507,0
9.36474219735153,1,5507,0
5.04321301474326,1,5507,0
30.8645677161419,1,5507,0
