stability1v2,FadPlusorMinus,MouseID,cohortID
0.785398163397448,1,5507,0
0.48752301087822,1,5507,0
-0.0919927665558886,1,5507,0
-0.0967687139748512,1,5507,0
0,1,5507,0
0.360936606232727,1,5507,0
0.0347265272916222,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0.133233861430558,1,5507,0
0,1,5507,0
-0.173176427625781,1,5507,0
0,1,5507,0
0.0768369396068319,1,5507,0
-0.0665681637758238,1,5507,0
0,1,5507,0
-0.0815524285147573,1,5507,0
-0.207474689764196,1,5507,0
-0.0970039791266818,1,5507,0
-0.109260299117956,1,5507,0
-0.111622984054656,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0.361807174855524,1,5507,0
0.00265625054764687,1,5507,0
0.544601347878218,1,5507,0
0,1,5507,0
0.785398163397448,1,5507,0
0.0117001371186665,1,5507,0
0,1,5507,0
-0.0665681637758238,1,5507,0
-0.0118749764412094,1,5507,0
0.422389883644825,1,5507,0
0.073461586622267,1,5507,0
0,1,5507,0
0,1,5507,0
0.216918282946933,1,5507,0
0,1,5507,0
0,1,5507,0
0.333347069102549,1,5507,0
-0.097269200162587,1,5507,0
-0.12085509995768,1,5507,0
0,1,5507,0
0,1,5507,0
0.785398163397448,1,5507,0
0.0653110103258493,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0.649327429850344,1,5507,0
0.720486977340433,1,5507,0
-0.155924762941652,1,5507,0
0.774892493864741,1,5507,0
0,1,5507,0
-0.0644496398088662,1,5507,0
0,1,5507,0
-0.0588020097813695,1,5507,0
-0.097269200162587,1,5507,0
0,1,5507,0
0,1,5507,0
0.376488239322132,1,5507,0
0.785398163397448,1,5507,0
-0.0617728595353815,1,5507,0
-0.118764821434756,1,5507,0
0.171168716592341,1,5507,0
-0.0940147499275857,1,5507,0
0,1,5507,0
0.31842360803777,1,5507,0
-0.0665681637758238,1,5507,0
0.781966385254739,1,5507,0
0,1,5507,0
0.785398163397448,1,5507,0
0,1,5507,0
-0.0736931780553895,1,5507,0
0,1,5507,0
-0.0911521008924945,1,5507,0
0,1,5507,0
-0.0665681637758238,1,5507,0
0.117858603471443,1,5507,0
0,1,5507,0
-0.167474975351545,1,5507,0
-0.0858033940238971,1,5507,0
-0.0998266270580554,1,5507,0
-0.0665681637758238,1,5507,0
0.761790227819927,1,5507,0
0.231747004971982,1,5507,0
0.121989576232184,1,5507,0
0.0391588525552428,1,5507,0
0.0987143392241403,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0.190031955121831,1,5507,0
0.417409684174985,1,5507,0
0,1,5507,0
0,1,5507,0
-0.0417693159020044,1,5507,0
0,1,5507,0
-0.0665681637758238,1,5507,0
-0.0665681637758238,1,5507,0
0.771984679544318,1,5507,0
0.317184191664998,1,5507,0
0.685198784805288,1,5507,0
0.451733478740978,1,5507,0
0.360930229580222,1,5507,0
-0.0665681637758238,1,5507,0
0.28390472675947,1,5507,0
0,1,5507,0
0.428284514098878,1,5507,0
-0.224074967963863,1,5507,0
-0.0665681637758238,1,5507,0
-0.0971656011856049,1,5507,0
0,1,5507,0
0.143513745825671,1,5507,0
-0.0993878720259028,1,5507,0
0,1,5507,0
0.616540765373936,1,5507,0
-0.144134502925516,1,5507,0
0.60556320571915,1,5507,0
-0.0827430846541227,1,5507,0
0.218705745151592,1,5507,0
-0.216742591659486,1,5507,0
0.221200294611753,1,5507,0
0.0231127400738316,1,5507,0
0,1,5507,0
0.276939408617176,1,5507,0
0.310838505401512,1,5507,0
-0.13866299500253,1,5507,0
-0.0972003435258618,1,5507,0
-0.0665681637758238,1,5507,0
0.014533269901759,1,5507,0
0.59111825101208,1,5507,0
-0.122249114565086,1,5507,0
-0.0869402808949017,1,5507,0
0.775963563344987,1,5507,0
0,1,5507,0
-0.00821744453136172,1,5507,0
0.161888367013298,1,5507,0
-0.146736265756586,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
-0.139979654815565,1,5507,0
0.702970114694602,1,5507,0
0.206183323879479,1,5507,0
0,1,5507,0
-0.0665681637758238,1,5507,0
-0.168833302462228,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0.785398163397448,1,5507,0
0,1,5507,0
0.504273872400397,1,5507,0
-0.156286653695269,1,5507,0
0,1,5507,0
-0.314648922326769,1,5507,0
0.0104199504000096,1,5507,0
-0.363056922937939,1,5507,0
0,1,5507,0
-0.119041290101888,1,5507,0
-0.100909881640075,1,5507,0
0,1,5507,0
0.607297224336287,1,5507,0
0,1,5507,0
0.785398163397448,1,5507,0
-0.0972660911194422,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
-0.13695413329628,1,5507,0
0,1,5507,0
0.59293523554267,1,5507,0
0.01302459659109,1,5507,0
0.56412320134428,1,5507,0
0,1,5507,0
-0.0800159354416478,1,5507,0
0,1,5507,0
-0.0580116775433499,1,5507,0
0.654366692796258,1,5507,0
0.160810178035842,1,5507,0
-0.142030439032498,1,5507,0
0,1,5507,0
-0.0665681637758238,1,5507,0
0,1,5507,0
-0.0777337766233349,1,5507,0
0,1,5507,0
0.273490223139334,1,5507,0
0.754421944227613,1,5507,0
-0.0665681637758238,1,5507,0
0.759177427318513,1,5507,0
0.504536245686217,1,5507,0
-0.288637184971288,1,5507,0
-0.0715734864024593,1,5507,0
0,1,5507,0
0.323951786810588,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0.347488349265652,1,5507,0
-0.140259299069033,1,5507,0
0,1,5507,0
-0.0700519042745272,1,5507,0
0,1,5507,0
0.0691609151453181,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
-0.0851947475498805,1,5507,0
-0.0665681637758238,1,5507,0
0.0883016368733436,1,5507,0
0,1,5507,0
-0.178577097684232,1,5507,0
0.00398363268929272,1,5507,0
0,1,5507,0
0,1,5507,0
-0.133071845566478,1,5507,0
-0.0665681637758238,1,5507,0
0.785398163397448,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0,1,5507,0
0.269217518013558,1,5507,0
0.140902359871893,1,5511,0
-0.0665681637758238,1,5511,0
0,1,5511,0
0.029228411173403,1,5511,0
0.30330272897468,1,5511,0
0,1,5511,0
0.731495095982055,1,5511,0
0,1,5511,0
-0.155905941051546,1,5511,0
0,1,5511,0
0,1,5511,0
0.363818694454239,1,5511,0
0.125364458041397,1,5511,0
-0.0679245719257901,1,5511,0
-0.123043493462276,1,5511,0
0.0912353260138953,1,5511,0
0.258093940986115,1,5511,0
0,1,5511,0
-0.311319348424956,1,5511,0
0.0722818479617468,1,5511,0
-0.185281385724907,1,5511,0
0,1,5511,0
-0.0665681637758238,1,5511,0
-0.134590188376143,1,5511,0
-0.110117421440921,1,5511,0
0.785398163397448,1,5511,0
0,1,5511,0
-0.0558216596840986,1,5511,0
0.0720500585387406,1,5511,0
0,1,5511,0
0,1,5511,0
0,1,5511,0
-0.0433431438537246,1,5511,0
0,1,5511,0
-0.0945472037058161,1,5511,0
0.611845506792759,1,5511,0
-0.10394636910226,1,5511,0
-0.143869610419273,1,5511,0
-0.0665681637758238,1,5511,0
-0.0665681637758238,1,5511,0
-0.0770626808682183,1,5511,0
-0.118671734182598,1,5511,0
-0.177354235154974,1,5511,0
0,1,5511,0
-0.179264720141104,1,5511,0
-0.208478873104855,1,5511,0
0.387448459717397,1,5511,0
-0.251895733049975,1,5511,0
-0.0923193124856759,1,5511,0
0,1,5511,0
-0.0972643462394216,1,5511,0
-0.120998557477889,1,5511,0
0.120486223932862,1,5511,0
0,1,5511,0
0,1,5511,0
-0.0784900299457644,1,5511,0
0.785398163397448,1,5511,0
0,1,5511,0
0.309905065931085,1,5511,0
0.731495095982055,1,5511,0
0,1,5511,0
0.255319716020848,1,5511,0
-0.198339054518617,1,5511,0
0,1,5511,0
0,1,5511,0
0.347091584386026,1,5511,0
0,1,5511,0
-0.0321494999376176,1,5511,0
-0.112529515609198,1,5511,0
-0.0698483942955606,1,5511,0
-0.0511073796193528,1,5511,0
0,1,5511,0
0.0999025906693962,1,5511,0
0.382204879548515,1,5511,0
-0.0665681637758238,1,5511,0
0.160025467246461,1,5511,0
0,1,5511,0
0.558774762270306,1,5511,0
-0.121050542753931,1,5511,0
