File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,Frame,X,Y,Distance_px
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,0,1224.6557763314395,85.3078081107507,0.0
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,1,1200.6321775693607,81.98715817808097,24.25201050339318
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,2,1178.7663474383983,80.72030240357947,21.902498735749123
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,3,1156.6627087426887,82.79959220238068,22.201222706370697
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,4,1135.3367569616391,84.32806276240714,21.38065578088093
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,5,1118.6010807900022,84.481684441495,16.736381226005243
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,6,1119.0777822273178,88.87628023325342,4.420375146215481
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,7,1098.029614133429,91.2735440742119,21.1842454204006
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,8,1074.5452925350824,91.79235099330404,23.490051544300005
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,9,1054.9030903024131,90.34037685538846,19.69579491785622
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,10,1026.4928254421015,94.49667644720986,28.71267970305159
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,11,986.3529872445911,99.78410725212198,40.48658463045573
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,12,960.1199264529181,101.67842600302906,26.301367303424524
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,13,933.8969487514308,104.76459037239074,26.403957469428995
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,14,907.1743122457177,104.56531842366876,26.72337948549957
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,15,878.4678302250429,102.91150766426101,28.754081449965643
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,16,850.3445130515299,102.20614680760308,28.132161359911823
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,17,817.4625628493019,99.7324706369397,32.97486501714772
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,18,781.1746343694593,98.55054868141796,36.30717136967726
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,19,752.360682092076,97.88773515730355,28.821574689996975
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,20,724.0710726489849,93.7626979676904,28.588772870802266
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,21,692.0462819759989,90.69524898479047,32.171360880622764
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,22,664.1038825317629,91.90484832744757,27.968568380791265
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,23,642.3717298607261,90.72565037902245,21.76412110605028
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,24,621.7456015142902,89.5522473368101,20.659478339568928
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,25,607.1290194705098,92.83562983129804,14.98082345025383
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,26,598.660931327943,93.47757991333482,8.492385807186766
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,27,590.5135614884355,92.81492789811253,8.1742732395605
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,28,583.2323104525855,93.13466871180337,7.2882680271108615
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,29,568.8943627222741,99.43865378378464,15.662597897695775
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,30,562.8247294711623,104.12291415432605,7.666990480105379
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,31,554.8826297523578,105.32813735678386,8.033026261078478
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,32,540.7096946013307,103.54526018251981,14.284633065421437
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,33,516.0766698619591,104.79432181526921,24.66467236297499
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,34,492.0946744139801,108.62797598886415,24.286477924754895
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,35,472.25923559479554,109.11852620642492,19.84150379042785
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,36,444.63493295905874,109.59251351270642,27.628368755272014
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,37,423.0616079678377,112.97008866259068,21.83612523022248
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,38,398.79919120371244,116.06912319700595,24.459535610505863
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,39,373.3675045800451,117.35747629449186,25.464299287987934
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,40,349.54518680483653,117.68965751503082,23.824633649781394
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,41,325.02394894536695,121.77229803877067,24.858782347628516
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,42,302.0694183841113,118.65065621293142,23.165817943177576
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,43,286.2695615642956,114.8936465927829,16.24040014324049
WIN_20240517_6027.mp4,98.0,False,0.8,200.0,562.0,44,268.9307050751607,121.72871402701547,18.63743789208491
