stabilityAverage,FadPlusorMinus,MouseID,cohortID
-0.0845581164124218,1,6025,0
-0.0812528660424645,1,6025,0
-0.129021213218077,1,6025,0
0,1,6025,0
-0.0658672724389626,1,6025,0
-0.162452336103506,1,6025,0
-0.0332840818879119,1,6025,0
-0.0564624089944752,1,6025,0
0,1,6025,0
-0.284252148806262,1,6025,0
-0.108073352150108,1,6025,0
-0.264055891591591,1,6025,0
0.392698873782077,1,6025,0
-0.130991486231222,1,6025,0
-0.174706220728477,1,6025,0
0.0523117013984087,1,6025,0
-0.0797508528945319,1,6025,0
-0.122085458399163,1,6025,0
-0.0218635442091,1,6025,0
-0.0154784142665659,1,6025,0
0,1,6025,0
-0.261684910540367,1,6025,0
-0.229022974896225,1,6025,0
0,1,6025,0
-0.0313051389773633,1,6025,0
-0.0790729874288748,1,6025,0
-0.123859613916351,1,6025,0
-0.0174633597956152,1,6025,0
0.391086010993114,1,6025,0
0,1,6025,0
-0.163973885510348,1,6025,0
-0.0111759083600382,1,6025,0
0.29510804067801,1,6025,0
-0.0842735509462391,1,6025,0
-0.208804661739693,1,6025,0
-0.0232061226418314,1,6025,0
0,1,6025,0
-0.146280481829484,1,6025,0
0,1,6025,0
0.0202490817859352,1,6025,0
0,1,6025,0
0,1,6025,0
0,1,6025,0
-0.0332840818879119,1,6025,0
0.265082405960357,1,6025,0
0,1,6025,0
0.507623326915437,1,6025,0
0.0655197578552813,1,6025,0
-0.175068335858025,1,6025,0
0.165666160253924,1,6025,0
0.135588473924963,1,6025,0
0.392699081698724,1,6025,0
-0.111533314674238,1,6025,0
0.0184774487580688,1,6025,0
-0.12486764124313,1,6025,0
-0.244167028475586,1,6025,0
0.121814795438758,1,6025,0
0.198381640175811,1,6025,0
-0.246581426634756,1,6025,0
0.464875884887777,1,6025,0
0.785398163397448,1,6025,0
-0.368461602194715,1,6025,0
0.334425456557665,1,6025,0
0.0770398916608872,1,6025,0
-0.105050172391617,1,6025,0
-0.0381533188402971,1,6025,0
0.103302352921083,1,6025,0
0.216539475450738,1,6025,0
-0.101206666944315,1,6025,0
0.250425292398351,1,6025,0
-0.0694805737242395,1,6025,0
0,1,6025,0
0.346295357975747,1,6025,0
-0.10162788159989,1,6025,0
-0.0493125995408577,1,6025,0
-0.0314318534966143,1,6025,0
-0.0881772998896117,1,6025,0
-0.0665681637758238,1,6025,0
0.308409219703151,1,6025,0
0.247899979497864,1,6025,0
0.443762392705259,1,6025,0
-0.082937570475717,1,6025,0
0,1,6025,0
0,1,6025,0
0.00160099120195131,1,6025,0
0.175225696994739,1,6025,0
0.383396729256998,1,6025,0
-0.0692024875205592,1,6025,0
-0.163730096327384,1,6025,0
-0.158670145535997,1,6025,0
0.149420279815358,1,6025,0
-0.248395927524913,1,6025,0
0.161353562218423,1,6025,0
-0.0366833416001649,1,6025,0
-0.0466330565358493,1,6025,0
0.321727348091064,1,6025,0
-0.0364087419974237,1,6025,0
0,1,6025,0
-0.123105279053671,1,6025,0
-0.249184853855529,1,6025,0
-0.0813462544944486,1,6025,0
0,1,6025,0
0,1,6025,0
-0.143991861416195,1,6025,0
-0.141316199123962,1,6025,0
0.252678231516443,1,6025,0
-0.0440630060838347,1,6026,0
-0.107951354733657,1,6026,0
0.507355849477263,1,6026,0
0.481889927296905,1,6026,0
0.590478488367854,1,6026,0
0.350128468730537,1,6026,0
0.449425350513746,1,6026,0
-0.159768383963893,1,6027,0
0.102881802148181,1,6027,0
0,1,6027,0
-0.239380012956744,1,6027,0
-0.242691618783013,1,6027,0
-0.13520942700559,1,6027,0
0.150906089775621,1,6027,0
0.161533879130034,1,6027,0
-0.277429339685328,1,6027,0
-0.0395019246254305,1,6027,0
-0.0553790823944946,1,6027,0
-0.0813525304840863,1,6027,0
0.260059537009938,1,6027,0
-0.0440250261119057,1,6027,0
0,1,6027,0
0,1,6027,0
-0.113309747866025,1,6027,0
0,1,6027,0
-0.0214750765747136,1,6027,0
-0.00784453896660862,1,6027,0
-0.22071158717978,1,6027,0
0.0697510687750834,1,6027,0
-0.0460307380239463,1,6027,0
-0.144767024933181,1,6027,0
-0.180182642303409,1,6027,0
0.0641367968598623,1,6027,0
0.0140292274337739,1,6027,0
0.0133514272563493,1,6027,0
0.201883300521819,1,6027,0
0.266648707439832,1,6027,0
0.056397575971924,1,6027,0
-0.118843726950884,1,6027,0
0.0140026195873198,1,6027,0
-0.0332840818879119,1,6027,0
-0.0481669005830795,1,6027,0
-0.179949823533207,1,6027,0
-0.0665681637758238,1,6027,0
-0.0332840818879119,1,6027,0
0.10563061103317,1,6027,0
-0.0665681637758238,1,6027,0
-0.11872023129867,1,6027,0
0,1,6027,0
-0.165477664269726,1,6027,0
0,1,6027,0
0,1,6027,0
-0.0766926137314887,1,6027,0
-0.0132692844204893,1,6027,0
-0.0373837392008514,1,6027,0
-0.0797093456384625,1,6027,0
0.392699081698724,1,6027,0
0.393020124346075,1,6027,0
-0.0556285887415475,1,6027,0
0.102205214849676,1,6027,0
0,1,6027,0
-0.0329325928448299,1,6027,0
0,1,6027,0
0,1,6027,0
-0.00342055037277392,1,6027,0
-0.0801556768980648,1,6027,0
0,1,6027,0
-0.00319960263234418,1,6027,0
-0.294315654988852,1,6027,0
-0.0454949304664103,1,6027,0
0.195619311573852,1,6027,0
0.311134267632798,1,6027,0
0.00635462381148813,1,6027,0
0.0482775507832637,1,6027,0
-0.255364560090266,1,6027,0
-0.023135172172902,1,6027,0
-0.0276189659143155,1,6027,0
0.00247764363139773,1,6027,0
-0.0735260387325137,1,6027,0
-0.181241258089106,1,6027,0
-0.152182827867671,1,6027,0
0.0689696853277179,1,6027,0
0.370215887156211,1,6027,0
-0.265785000061697,1,6027,0
0.0313212684674041,1,6027,0
-0.0739339292523648,1,6027,0
-0.025984108002177,1,6027,0
-0.160479817967693,1,6027,0
-0.143487570126299,1,6027,0
0.614360916222829,1,6027,0
0.218093218931802,1,6027,0
-0.00347286525907129,1,6027,0
0.0183363161337629,1,6027,0
0.263802953966272,1,6027,0
0.124771384895296,1,6027,0
-0.0827985032796267,1,6027,0
-0.11525968257199,1,6027,0
0.0924545999224825,1,6027,0
0,1,6027,0
0,1,6027,0
-0.060131086966738,1,6027,0
0.143268549916619,1,6027,0
0,1,6027,0
0,1,6027,0
-0.21406531410897,1,6027,0
0.332591683361507,1,6027,0
0.133590784459363,1,6027,0
-0.125785916390607,1,6027,0
0,1,6027,0
0.223661306999513,1,6027,0
0,1,6027,0
0,1,6027,0
0.028171102172678,1,6027,0
-0.0593185839918803,1,6027,0
-0.00759002970714547,1,6027,0
0.529594622534343,1,6027,0
0.0441757237421496,1,6027,0
-0.128632256181982,1,6027,0
-0.0482296176413124,1,6027,0
-0.0665681637758238,1,6027,0
-0.0529721503174339,1,6027,0
-0.0914889038761392,1,6027,0
0.0941776657069946,1,6027,0
-0.0959773556747985,1,6027,0
-0.0332840818879119,1,6027,0
-0.0932734198274991,1,6027,0
-0.102266547855113,1,6027,0
-0.0665681637758238,1,6027,0
-0.0396369848048458,1,6027,0
0.0765427756082323,1,6027,0
0.205473855018545,1,6027,0
-0.0311216354632617,1,6027,0
-0.0952347747728138,1,6027,0
-0.183478726116696,1,6027,0
-0.111657553087822,1,6027,0
-0.172332210067089,1,6027,0
-0.253983140288004,1,6027,0
0.239654896381614,1,6027,0
0.0672875248351586,1,6027,0
0.446771478585065,1,6027,0
-0.157493633254293,1,6027,0
-0.165870583782203,1,6027,0
0.533689527755699,1,6027,0
-0.108659673197228,1,6027,0
0.182372430332215,1,6027,0
-0.0695923614744082,1,6027,0
-0.176829538183412,1,6027,0
0.371946910147512,1,6027,0
0.117772189923807,1,6027,0
0.128109565951314,1,6027,0
0.193322464554884,1,6027,0
0,1,6027,0
-0.110836792713855,1,6027,0
-0.0319568183020005,1,6027,0
0.244031795157037,1,6027,0
0.785398163397448,1,6027,0
-0.159361983064746,1,6027,0
-0.0360819695071939,1,6027,0
0.100034343862811,1,6027,0
0.0235964933418665,1,6027,0
0.436423313239015,1,6027,0
-0.122997728227536,1,6027,0
-0.0130045073002116,1,6027,0
0.0282098693999679,1,6027,0
0,1,6027,0
-0.101253750587458,1,6027,0
-0.08312301090387,1,6028,0
0.104459366761507,1,6028,0
0.0447183024453622,1,6028,0
0.283000158173456,1,6028,0
-0.152398793844992,1,6028,0
-0.0475126633902286,1,6028,0
-0.094617010535856,1,6028,0
0.151243310865672,1,6028,0
0.306433975872435,1,6028,0
0.785398163397448,1,6028,0
0,1,6028,0
0.430288779383755,1,6028,0
-0.390242997159552,1,6028,0
0.20356562623913,1,6028,0
0,1,6028,0
-0.106319975228793,1,6028,0
0,1,6028,0
0.242856169176563,1,6028,0
0.26054187224766,1,6028,0
0.363847360137377,1,6028,0
0.206209767611666,1,6028,0
0.280581336792164,1,6028,0
0.238168131192282,1,6028,0
0.00390286442293887,1,6028,0
0.050383390728828,1,6028,0
-0.095605780964877,1,6028,0
0.156972146260585,1,6028,0
-0.133903739864336,1,6028,0
-0.099457317967085,1,6028,0
-0.217044281024725,1,6028,0
0.253491734051332,1,6028,0
-0.102301175345048,1,6028,0
-0.0415953282220018,1,6028,0
-0.246516874900972,1,6028,0
0.168725562419241,1,6028,0
0.0028048281651941,1,6028,0
-0.139861986371583,1,6028,0
0.374779854051124,1,6028,0
-0.260591052564586,1,6028,0
0,1,6028,0
-0.0626537154304915,1,6028,0
0,1,6028,0
0.0230410239861458,1,6029,0
-0.0550341280913226,1,6029,0
0.039343656364764,1,6029,0
0.00261020237617132,1,6029,0
-0.142961486251924,1,6029,0
-0.241047067804582,1,6029,0
-0.340648202014199,1,6029,0
-0.0332840818879119,1,6029,0
-0.148187901429401,1,6029,0
0.532357625238711,1,6029,0
0.316597251599581,1,6029,0
-0.206081740309551,1,6029,0
0.0234897143075314,1,6029,0
-0.0948041641714648,1,6029,0
0,1,6029,0
0.0805135487148081,1,6029,0
0.18418682937553,1,6029,0
-0.275617927252249,1,6029,0
0.199093456540122,1,6029,0
-0.00633981264847334,1,6029,0
0.429864752842562,1,6029,0
-0.0513672976478382,1,6029,0
0.332473002254798,1,6029,0
0.205759208506243,1,6029,0
-0.268974264859983,1,6029,0
0,1,6029,0
-0.220992147777753,1,6029,0
-0.0699042781446798,1,6029,0
0.16552458796443,1,6029,0
0.0421471605035611,1,6029,0
-0.0385245060510985,1,6029,0
-0.0590454782444533,1,6029,0
-0.0308378478562561,1,6029,0
-0.0734974599453235,1,6029,0
0,1,6029,0
0.582787391908914,-1,6412,0
-0.0395094182534821,-1,6412,0
0.57485967332406,-1,6412,0
-0.0332840818879119,-1,6412,0
0,-1,6412,0
0.139161051059258,-1,6416,0
0.360110149870783,-1,6416,0
-0.00580914355374154,-1,6416,0
0.359869856439411,-1,6416,0
0,-1,6416,0
-0.0665681637758238,-1,6416,0
-0.0332840818879119,-1,6416,0
0,-1,6416,0
0,-1,6416,0
0,-1,6416,0
-0.0742927154795655,-1,6431,0
0.299055657067543,-1,6431,0
0.200775469059972,-1,6431,0
0.239484439230644,-1,6431,0
-0.137615560765318,-1,6431,0
-0.0521519700862658,-1,6431,0
-0.0514440397006606,-1,6431,0
-0.188918999802849,-1,6431,0
0.323507295952995,-1,6431,0
0.379782838164273,-1,6431,0
-0.306981065194316,-1,6431,0
-0.0950884210328321,-1,6431,0
-0.116518052849346,-1,6431,0
0.076895665618103,-1,6431,0
-0.159799525347798,-1,6431,0
0,-1,6431,0
0,-1,6431,0
-0.131838813915155,-1,6431,0
0,-1,6431,0
-0.36916743025193,-1,6431,0
-0.143688826306531,-1,6431,0
-0.124299540244729,-1,6431,0
-0.171772498189652,-1,6431,0
-0.195487062022762,-1,6431,0
-0.00239536023314162,-1,6431,0
0.447884772434836,-1,6431,0
0.0397844945546944,-1,6039,0
-0.124172721714199,-1,6039,0
-0.169403599748,-1,6039,0
0.220413430677348,-1,6039,0
-0.0681199419148519,-1,6039,0
0.153469659450565,-1,6039,0
-0.0858109582733836,-1,6041,0
-0.0363114611856434,-1,6041,0
