theInfoScore,FadPlusorMinus,MouseID,cohortID
1.5958003793381,1,6025,0
2.79388487380402,1,6025,0
1.95902252596711,1,6025,0
0.618695941449769,1,6025,0
1.0139559353903,1,6025,0
2.06508082830679,1,6025,0
1.68351626706401,1,6025,0
0.388561454423215,1,6025,0
1.12679832403174,1,6025,0
1.34701958784402,1,6025,0
1.11589203783332,1,6025,0
0.714970458475701,1,6025,0
0.634014185910146,1,6025,0
1.06207498751859,1,6025,0
0.965368699376415,1,6025,0
0.343112534637775,1,6025,0
1.09106445124502,1,6025,0
0.456194769775024,1,6025,0
0.674891765014077,1,6025,0
0.231443601712381,1,6025,0
1.07183787381683,1,6025,0
0.319593509399045,1,6025,0
1.02576140626104,1,6025,0
1.39569170156741,1,6025,0
1.06059468191156,1,6025,0
2.58776121124428,1,6025,0
1.23870547834417,1,6025,0
1.03739063976226,1,6025,0
1.84673368082696,1,6025,0
0.525892419514132,1,6025,0
2.72329417012108,1,6025,0
3.47993347190143,1,6025,0
1.33234021316156,1,6025,0
1.01487131319297,1,6025,0
1.30048749962119,1,6025,0
0.97258209699796,1,6025,0
0.825861883553906,1,6025,0
2.06827446511849,1,6025,0
2.46675683949782,1,6025,0
2.94429571220432,1,6025,0
1.17856436998297,1,6025,0
1.53121679312257,1,6025,0
0.404284460395631,1,6025,0
2.17994709493359,1,6025,0
1.00983410783341,1,6025,0
1.54155539287043,1,6025,0
3.47311832269718,1,6025,0
0.738684100250705,1,6025,0
0.830514133056837,1,6025,0
1.28615739009245,1,6025,0
2.01335815550031,1,6025,0
1.34068213881898,1,6025,0
1.42070464963397,1,6025,0
1.56878643405553,1,6025,0
1.72070441889225,1,6025,0
0.875340234007866,1,6025,0
2.35071316200893,1,6025,0
2.22728760956834,1,6025,0
1.3553123114009,1,6025,0
0.321784773355908,1,6025,0
2.12876271068435,1,6025,0
0.454922962411237,1,6025,0
2.02269722308166,1,6025,0
1.48456707175937,1,6025,0
1.06543995335338,1,6025,0
0.498326621903909,1,6025,0
0.681945063781781,1,6025,0
0.476651591873676,1,6025,0
0.408895230747104,1,6025,0
1.40422497636697,1,6025,0
0.0363388790518809,1,6025,0
0.511468185847001,1,6025,0
0.162436548943318,1,6025,0
0.276415617541063,1,6025,0
0.632532657135486,1,6025,0
1.84350043704529,1,6025,0
2.31151325702763,1,6025,0
1.99146596640815,1,6025,0
2.16462011609342,1,6025,0
1.41407208240791,1,6025,0
1.60734181225702,1,6025,0
1.89259295446281,1,6025,0
0.609862637087443,1,6025,0
2.09022243338254,1,6025,0
0.112568889001981,1,6025,0
1.6871760840209,1,6025,0
1.80946605932649,1,6025,0
1.21808652750016,1,6025,0
2.2669101025278,1,6025,0
1.34698042550057,1,6025,0
2.69508295798267,1,6025,0
4.1550962160807,1,6025,0
0.908202961174308,1,6025,0
2.49774208769863,1,6025,0
0.966512953010254,1,6025,0
0.733557710670702,1,6025,0
1.49653210690926,1,6025,0
1.67239184502685,1,6025,0
0.637434521692007,1,6025,0
0.828700147077292,1,6025,0
0.818457221963345,1,6025,0
2.07053615603583,1,6025,0
2.31824879035999,1,6025,0
1.34932085254484,1,6025,0
1.13110857902813,1,6025,0
1.34617502181636,1,6025,0
2.66116867315898,1,6026,0
1.34836636970724,1,6026,0
2.69565065837193,1,6026,0
4.32333727067314,1,6026,0
1.79495465515866,1,6026,0
3.82806202871631,1,6026,0
0.787324388684932,1,6026,0
1.0212220814375,1,6027,0
1.23035606598022,1,6027,0
0.295421143817439,1,6027,0
0.568760114928228,1,6027,0
0.378389157798665,1,6027,0
2.77680212857164,1,6027,0
1.2812930562428,1,6027,0
0.224662033766826,1,6027,0
0.42176116549228,1,6027,0
0.621657566459229,1,6027,0
0.601435799081681,1,6027,0
0.666735300120783,1,6027,0
1.22773354033827,1,6027,0
0.523113690332245,1,6027,0
0.485238665429595,1,6027,0
0.365597220709891,1,6027,0
1.28249735588421,1,6027,0
2.66281011166646,1,6027,0
1.55093898663841,1,6027,0
0.887627816309265,1,6027,0
1.04973821845332,1,6027,0
1.06724765458295,1,6027,0
0.532408599323253,1,6027,0
0.369449726453999,1,6027,0
0.324939123970947,1,6027,0
0.634007047133773,1,6027,0
1.44279423790055,1,6027,0
0.329720234850269,1,6027,0
0.91203225043827,1,6027,0
-0.0639640494412467,1,6027,0
1.70669496418979,1,6027,0
0.756039698726095,1,6027,0
1.31757012302609,1,6027,0
0.211121219978744,1,6027,0
0.0527936265848304,1,6027,0
0.581138073820081,1,6027,0
0.702485955683843,1,6027,0
2.54165846323494,1,6027,0
2.72061944742617,1,6027,0
0.864271034851587,1,6027,0
1.55547289013702,1,6027,0
0.0824467633488837,1,6027,0
0.465078853138273,1,6027,0
1.85976783764039,1,6027,0
1.47346188177552,1,6027,0
0.830635280038628,1,6027,0
2.1177935941163,1,6027,0
0.843259621733866,1,6027,0
2.20024490554685,1,6027,0
1.24280972919689,1,6027,0
0.165517299346857,1,6027,0
1.58134121959403,1,6027,0
0.103988823929997,1,6027,0
0.0959165817929193,1,6027,0
0.800688189253497,1,6027,0
0.302914345089425,1,6027,0
0.618490597420562,1,6027,0
0.0372791949921298,1,6027,0
0.674472605101838,1,6027,0
0.309154501620608,1,6027,0
0.55110011811452,1,6027,0
0.775791216542642,1,6027,0
0.358448559978421,1,6027,0
2.10409473409754,1,6027,0
4.16741732344194,1,6027,0
1.25405739555426,1,6027,0
5.18913015441741,1,6027,0
1.48589431664704,1,6027,0
2.40015374509843,1,6027,0
1.23604192887849,1,6027,0
0.593799528552012,1,6027,0
0.240909558418158,1,6027,0
0.628206485940077,1,6027,0
0.33816992339759,1,6027,0
0.338208657714206,1,6027,0
0.801799277179273,1,6027,0
1.64513645292076,1,6027,0
0.402120003960705,1,6027,0
2.15965185795476,1,6027,0
0.648570640717664,1,6027,0
3.93457407589934,1,6027,0
1.36752660961292,1,6027,0
0.0881089827375756,1,6027,0
0.446259819546255,1,6027,0
2.68906337255159,1,6027,0
0.845997060119275,1,6027,0
0.498556495307827,1,6027,0
3.57185941756163,1,6027,0
1.20280053794228,1,6027,0
1.20016668925327,1,6027,0
0.822638684359964,1,6027,0
1.12174261264702,1,6027,0
0.266826301412971,1,6027,0
1.23023939238716,1,6027,0
2.20936064201027,1,6027,0
0.953021541231992,1,6027,0
1.0339685540672,1,6027,0
0.0923145617199086,1,6027,0
1.1692843230813,1,6027,0
1.50607286659616,1,6027,0
1.74718678551816,1,6027,0
0.526098492079674,1,6027,0
0.753460803520676,1,6027,0
0.947712296350663,1,6027,0
1.76384424113716,1,6027,0
1.22597408266528,1,6027,0
0.639307684876321,1,6027,0
0.571497786547961,1,6027,0
4.1816027458455,1,6027,0
0.94016915190552,1,6027,0
0.17161609888138,1,6027,0
1.24031476851675,1,6027,0
2.18526988015596,1,6027,0
0.584598407563696,1,6027,0
1.36390384473632,1,6027,0
0.596234121314687,1,6027,0
1.33955717792438,1,6027,0
2.77584656965123,1,6027,0
1.19647906007775,1,6027,0
2.09844789411862,1,6027,0
1.69977686301656,1,6027,0
1.10981888170187,1,6027,0
1.38913641402194,1,6027,0
-0.123595971454407,1,6027,0
2.21059882696086,1,6027,0
0.605314973991463,1,6027,0
0.273657707018965,1,6027,0
1.50639596772215,1,6027,0
1.56802493805851,1,6027,0
2.56286802033771,1,6027,0
0.836640272235264,1,6027,0
0.460254513452147,1,6027,0
1.99225510166313,1,6027,0
1.03232531772278,1,6027,0
0.459082207034925,1,6027,0
0.901116798247882,1,6027,0
1.48630661127962,1,6027,0
1.55556842226803,1,6027,0
0.944094918973881,1,6027,0
0.256658774158581,1,6027,0
3.03471666251826,1,6027,0
1.05471065232037,1,6027,0
