eventRatePerCell,FadPlusorMinus,MouseID,cohortID
0.00431510449013656,1,5507,0
0.0107877612253414,1,5507,0
0.00431510449013656,1,5507,0
0.00431510449013656,1,5507,0
0.00215755224506828,1,5507,0
0.00755143285773899,1,5507,0
0.00863020898027313,1,5507,0
0.00107877612253414,1,5507,0
0.00215755224506828,1,5507,0
0.00323632836760242,1,5507,0
0.00970898510280727,1,5507,0
0.00755143285773899,1,5507,0
0.00107877612253414,1,5507,0
0.0140240895929438,1,5507,0
0.00107877612253414,1,5507,0
0.00323632836760242,1,5507,0
0.00215755224506828,1,5507,0
0.00107877612253414,1,5507,0
0.00647265673520485,1,5507,0
0.0172604179605463,1,5507,0
0.00647265673520485,1,5507,0
0.0054160656395439,1,5511,0
0.00216642625581756,1,5511,0
0.00108321312790878,1,5511,0
0.00649927876745268,1,5511,0
0.00866570502327025,1,5511,0
0.00216642625581756,1,5511,0
0.00433285251163512,1,5511,0
0.00108321312790878,1,5511,0
0.0054160656395439,1,5511,0
0.00216642625581756,1,5511,0
0.00324963938372634,1,5511,0
0.0454949513721688,1,5511,0
0.0108321312790878,1,5511,0
0.0108321312790878,1,5511,0
0.00649927876745268,1,5511,0
0.00680455963878921,1,6025,1
0.00453637309252614,1,6025,1
0.00226818654626307,1,6025,1
0.00226818654626307,1,6025,1
0.0034022798193946,1,6025,1
0.00226818654626307,1,6025,1
0.00113409327313153,1,6025,1
0.0113409327313153,1,6025,1
0.00113409327313153,1,6025,1
0.00113409327313153,1,6025,1
0.0034022798193946,1,6025,1
0.00453637309252614,1,6025,1
0.0215477721894991,1,6025,1
0.0113409327313153,1,6025,1
0.034022798193946,1,6025,1
0.0102068394581838,1,6025,1
0.00113409327313153,1,6025,1
0.00567046636565767,1,6025,1
0.0034022798193946,1,6025,1
0.00680455963878921,1,6025,1
0.00113409327313153,1,6025,1
0.00992345670674192,1,6026,1
0.00441042520299641,1,6026,1
0.0143338819097383,1,6026,1
0.00330781890224731,1,6026,1
