sparsity,FadPlusorMinus,MouseID,cohortID
0.210664844072137,1,5507,0
0.20514366431431,1,5507,0
0.164350738690552,1,5507,0
0.0924879488502094,1,5507,0
0.263357093036241,1,5507,0
0.25729065024803,1,5507,0
0.134503422918344,1,5507,0
0.470038277488564,1,5507,0
0.0764384328592383,1,5507,0
0.0869226806996877,1,5507,0
0.20265148403623,1,5507,0
0.145382597928223,1,5507,0
0.103669226280994,1,5507,0
0.218738340137586,1,5507,0
0.147520511834673,1,5507,0
0.147239963800498,1,5507,0
0.165745881054806,1,5507,0
0.221846075658306,1,5507,0
0.302024504581069,1,5507,0
0.0731933687349915,1,5507,0
0.24381022472225,1,5507,0
0.353629950363661,1,5511,0
0.144341071843907,1,5511,0
0.381833456689716,1,5511,0
0.0782416992872958,1,5511,0
0.366078891875462,1,5511,0
0.175559050955258,1,5511,0
0.0922391339424635,1,5511,0
0.192213662480244,1,5511,0
0.281167311588789,1,5511,0
0.17970562990245,1,5511,0
0.150950235365995,1,5511,0
0.129996072708484,1,5511,0
0.19452511888641,1,5511,0
0.139187422213624,1,5511,0
0.0824198340572424,1,5511,0
0.0631598621367813,1,6025,1
0.181776640755156,1,6025,1
0.104157006673548,1,6025,1
0.123033215282115,1,6025,1
0.206893571500246,1,6025,1
0.0966181134442873,1,6025,1
0.147979421708102,1,6025,1
0.255121635444947,1,6025,1
0.160902345042792,1,6025,1
0.260122574607064,1,6025,1
0.281021892840919,1,6025,1
0.225089326713473,1,6025,1
0.0943381348180004,1,6025,1
0.227112444220374,1,6025,1
0.511207200914543,1,6025,1
0.179271147171323,1,6025,1
0.126499412647354,1,6025,1
0.202749082951585,1,6025,1
0.279257577453767,1,6025,1
0.0905933946219209,1,6025,1
0.227112444220374,1,6025,1
0.263945159062638,1,6026,1
0.316626107948574,1,6026,1
0.154865450369732,1,6026,1
0.196316218255497,1,6026,1
0.314331129254393,1,6026,1
0.388195867732465,1,6026,1
0.270571850638289,1,6026,1
0.121078423754366,1,6026,1
0.193185960306795,1,6026,1
0.467213492377051,1,6026,1
0.308979068137042,1,6026,1
0.247334955283957,1,6026,1
0.367299125757704,1,6026,1
0.240578094025194,1,6026,1
0.323007073039604,1,6026,1
0.299623012129911,1,6026,1
0.200265895663899,1,6026,1
0.310966115615535,1,6026,1
0.343338696630701,1,6026,1
0.358488938159782,1,6026,1
0.314806815264404,1,6026,1
0.386844214866093,1,6026,1
0.359287410622763,1,6026,1
0.116917571636969,1,6026,1
0.275976700849656,1,6026,1
0.114304835887286,1,6026,1
0.195778859786458,1,6026,1
0.268443765997277,1,6026,1
0.0878386717500584,1,6026,1
0.306626273231887,1,6026,1
0.0682460887693773,1,6026,1
0.157301427389705,1,6026,1
0.330770258582301,1,6027,1
0.402317350664905,1,6027,1
0.102039910499355,1,6027,1
0.0482294061397997,1,6027,1
0.515945685996617,1,6027,1
0.339382785223103,1,6027,1
0.470688921031451,1,6027,1
0.0822350317967263,1,6027,1
0.100381388815864,1,6027,1
0.416667241807096,1,6027,1
0.387252925751126,1,6027,1
0.557274868931518,1,6027,1
0.334593810808359,1,6027,1
0.263120166927972,1,6027,1
0.422683787730976,1,6027,1
0.350770116275769,1,6027,1
0.315896547238153,1,6027,1
0.161168305979621,1,6027,1
0.17123809248738,1,6027,1
0.14088352871765,1,6027,1
0.112755923262052,1,6027,1
0.31878262715096,1,6027,1
0.208039009677956,1,6027,1
0.25050201756539,1,6027,1
0.290528154667296,1,6027,1
0.326770106781233,1,6027,1
0.381150820799113,1,6027,1
0.281662268070988,1,6027,1
0.295625170207851,1,6027,1
0.496218109061502,1,6027,1
0.13659612679397,1,6027,1
0.0755318726798606,1,6027,1
0.432975775969263,1,6027,1
