stabilityOddEven,FadPlusorMinus,MouseID,cohortID
0.785398163397448,1,5507,0
-0.0888530144481187,1,5507,0
-0.0665681637758238,1,5507,0
0.0217518945592463,1,5507,0
0.0522930865012593,1,5507,0
0,1,5507,0
0.785398163397448,1,5507,0
-0.173630016333362,1,5507,0
0.785398163397448,1,5507,0
0.0728290248705717,1,5507,0
0,1,5507,0
0,1,5507,0
-0.252593936383885,1,5507,0
-0.0665681637758238,1,5507,0
-0.00871031993214497,1,5507,0
-0.0853501112581005,1,5507,0
0,1,5507,0
0.366700790095787,1,5507,0
0,1,5507,0
0.0658515558272725,1,5507,0
0,1,5507,0
-0.0665681637758238,1,5511,0
0.00643998177841031,1,5511,0
0,1,5511,0
-0.0665681637758238,1,5511,0
0.785398163397448,1,5511,0
0.311798875750261,1,5511,0
0.0105459472505485,1,5511,0
0.117119427604957,1,5511,0
-0.306017167138234,1,5511,0
-0.221966144831708,1,5511,0
0,1,5511,0
0,1,5511,0
-0.0740867936389146,1,5511,0
0.785398163397448,1,5511,0
0.499216768143166,1,5511,0
0.594076986633982,1,6025,1
0,1,6025,1
0,1,6025,1
-0.0665681637758238,1,6025,1
-0.256981992171999,1,6025,1
0.593552854813956,1,6025,1
0,1,6025,1
0,1,6025,1
-0.117787672580064,1,6025,1
0,1,6025,1
0,1,6025,1
0,1,6025,1
0.239200868124471,1,6025,1
0,1,6025,1
0,1,6025,1
0.252391657562134,1,6025,1
0,1,6025,1
0,1,6025,1
-0.165951190060495,1,6025,1
0.281823715790369,1,6025,1
-0.255654004767109,1,6025,1
0.063603288553236,1,6026,1
0,1,6026,1
-0.168308594364445,1,6026,1
0,1,6026,1
0.436073192422955,1,6026,1
-0.253014468257573,1,6026,1
-0.185771486983108,1,6026,1
0.41524327398638,1,6026,1
0.365335329885045,1,6026,1
0.136646756742037,1,6026,1
-0.0759822167299489,1,6026,1
-0.00854152537456624,1,6026,1
0.265788877276493,1,6026,1
0.39067318200647,1,6026,1
-0.107422542322278,1,6026,1
-0.0665681637758238,1,6026,1
-0.0728380970560169,1,6026,1
0,1,6026,1
0,1,6026,1
-0.0665681637758238,1,6026,1
-0.128084036257902,1,6026,1
-0.139104437735498,1,6026,1
-0.059713813710235,1,6026,1
-0.0814788825708668,1,6026,1
-0.0957237831099702,1,6026,1
0.146699361011621,1,6026,1
0.0364412312880197,1,6026,1
-0.159166309928829,1,6026,1
0.270360928383429,1,6026,1
0.0578560632814807,1,6026,1
-0.124133313102239,1,6026,1
-0.090255906345625,1,6026,1
0,1,6027,1
-0.146211379833346,1,6027,1
-0.0969006018271181,1,6027,1
0.785398163397448,1,6027,1
-0.00591571304439773,1,6027,1
0.566234444661913,1,6027,1
-0.0615772089456593,1,6027,1
-0.138959328161478,1,6027,1
-0.0665681637758238,1,6027,1
0,1,6027,1
0,1,6027,1
0.577010993053444,1,6027,1
-0.0387248189700907,1,6027,1
-0.139685307611466,1,6027,1
0.0455293664455468,1,6027,1
0,1,6027,1
0,1,6027,1
0,1,6027,1
-0.0586647312595411,1,6027,1
0.629184648108406,1,6027,1
0,1,6027,1
0,1,6027,1
0,1,6027,1
0,1,6027,1
-0.0665681637758238,1,6027,1
0.453990815204104,1,6027,1
0,1,6027,1
0,1,6027,1
0,1,6027,1
0,1,6027,1
0.108168135911061,1,6027,1
