eventRatePerCell,FadPlusorMinus,MouseID,cohortID
0.00881308258131915,1,6025,0
0.00660981193598936,1,6025,0
0.00220327064532979,1,6025,0
0.00991471790398404,1,6025,0
0.00110163532266489,1,6025,0
0.0363539656479415,1,6025,0
0.0231343417759628,1,6025,0
0.00771144725865425,1,6025,0
0.00440654129065957,1,6025,0
0.0143212591946436,1,6025,0
0.00220327064532979,1,6025,0
0.0198294358079681,1,6025,0
0.0815210138772021,1,6025,0
0.00110163532266489,1,6025,0
0.00110163532266489,1,6025,0
0.0187278004853032,1,6025,0
0.00991471790398404,1,6025,0
0.030845789034617,1,6025,0
0.00440654129065957,1,6025,0
0.00440654129065957,1,6025,0
0.0187278004853032,1,6025,0
0.00660981193598936,1,6025,0
0.00440654129065957,1,6025,0
0.0297441537119521,1,6025,0
0.00771144725865425,1,6025,0
0.0143212591946436,1,6025,0
0.00991471790398404,1,6025,0
0.0187278004853032,1,6025,0
0.00440654129065957,1,6025,0
0.00110163532266489,1,6025,0
0.0407605069386011,1,6025,0
0.0220327064532979,1,6025,0
0.00110163532266489,1,6025,0
0.00330490596799468,1,6025,0
0.0473703188745904,1,6025,0
0.0462686835519255,1,6025,0
0.0275408830666223,1,6025,0
0.0187278004853032,1,6025,0
0.0187278004853032,1,6025,0
0.0914357317811862,1,6025,0
0.00110163532266489,1,6025,0
0.0143212591946436,1,6025,0
0.00110163532266489,1,6025,0
0.0528784954879149,1,6025,0
0.0220327064532979,1,6025,0
0.00110163532266489,1,6025,0
0.0319474243572819,1,6025,0
0.00110163532266489,1,6025,0
0.00110163532266489,1,6025,0
0.0286425183892872,1,6025,0
0.020931071130633,1,6025,0
0.00110163532266489,1,6025,0
0.030845789034617,1,6025,0
0.00110163532266489,1,6025,0
0.00771144725865425,1,6025,0
0.00110163532266489,1,6025,0
0.0627932133918989,1,6025,0
0.00110163532266489,1,6025,0
0.00110163532266489,1,6025,0
0.00110163532266489,1,6025,0
0.00220327064532979,1,6025,0
0.0231343417759628,1,6025,0
0.00110163532266489,1,6025,0
0.00220327064532979,1,6025,0
0.0330490596799468,1,6025,0
0.0275408830666223,1,6025,0
0.0583866721012394,1,6025,0
0.0176261651626383,1,6025,0
0.0286425183892872,1,6025,0
0.0110163532266489,1,6025,0
0.0782161079092074,1,6025,0
0.00220327064532979,1,6025,0
0.0264392477439574,1,6025,0
0.00440654129065957,1,6025,0
0.0154228945173085,1,6025,0
0.0154228945173085,1,6025,0
0.0187278004853032,1,6025,0
0.020931071130633,1,6025,0
0.0198294358079681,1,6025,0
0.0341506950026117,1,6025,0
0.00330490596799468,1,6025,0
0.0462686835519255,1,6025,0
0.0154228945173085,1,6025,0
0.0330490596799468,1,6025,0
0.0352523303252766,1,6025,0
0.00550817661332447,1,6025,0
0.00991471790398404,1,6025,0
0.0506752248425851,1,6025,0
0.0121179885493138,1,6025,0
0.0363539656479415,1,6025,0
0.00220327064532979,1,6025,0
0.00550817661332447,1,6025,0
0.0132196238719787,1,6025,0
0.0264392477439574,1,6025,0
0.00330490596799468,1,6025,0
0.00110163532266489,1,6025,0
0.00550817661332447,1,6025,0
0.00550817661332447,1,6025,0
0.0176261651626383,1,6025,0
0.00881308258131915,1,6025,0
0.00771144725865425,1,6025,0
0.0385572362932713,1,6025,0
0.00771144725865425,1,6025,0
0.00220327064532979,1,6025,0
0.0187278004853032,1,6025,0
0.0132196238719787,1,6025,0
0.00330490596799468,1,6025,0
0.0110163532266489,1,6025,0
0.0121179885493138,1,6025,0
0.00550817661332447,1,6025,0
0.00110163532266489,1,6025,0
0.00110163532266489,1,6025,0
0.00330490596799468,1,6025,0
0.0198294358079681,1,6025,0
0.00330490596799468,1,6025,0
0.0220327064532979,1,6025,0
0.0154228945173085,1,6025,0
0.0242359770986277,1,6025,0
0.0275408830666223,1,6025,0
0.0198294358079681,1,6025,0
0.0264392477439574,1,6025,0
0.0143212591946436,1,6025,0
0.00550817661332447,1,6025,0
0.0286425183892872,1,6025,0
0.0121179885493138,1,6025,0
0.00440654129065957,1,6025,0
0.061691578069234,1,6025,0
0.0176261651626383,1,6025,0
0.0297441537119521,1,6025,0
0.00771144725865425,1,6025,0
0.0110163532266489,1,6025,0
0.0176261651626383,1,6025,0
0.00330490596799468,1,6025,0
0.00991471790398404,1,6025,0
0.00550817661332447,1,6025,0
0.00110163532266489,1,6025,0
0.00330490596799468,1,6025,0
0.00440654129065957,1,6025,0
0.0165245298399734,1,6025,0
0.00110163532266489,1,6025,0
0.00660981193598936,1,6025,0
0.0319474243572819,1,6025,0
