stabilityOddEven,FadPlusorMinus,MouseID,cohortID
-0.0870482946238594,1,6025,0
-0.0585015515113945,1,6025,0
0.785398163397448,1,6025,0
-0.165018432631581,1,6025,0
0,1,6025,0
0.19107218054662,1,6025,0
-0.0881310026802032,1,6025,0
0,1,6025,0
0.563688473073174,1,6025,0
-0.153681626401903,1,6025,0
-0.0665681637758238,1,6025,0
0.0350915038639292,1,6025,0
-0.129862645998657,1,6025,0
0,1,6025,0
0,1,6025,0
-0.323287622625905,1,6025,0
-0.122462871685537,1,6025,0
-0.318827419358241,1,6025,0
0.785397747564154,1,6025,0
-0.14104096885024,1,6025,0
-0.242925601126987,1,6025,0
-0.141237643329129,1,6025,0
-0.106251130820327,1,6025,0
0.14522036304083,1,6025,0
-0.107540740741073,1,6025,0
-0.105851959930995,1,6025,0
-0.0629588509915131,1,6025,0
-0.149538345208787,1,6025,0
0.785398163397448,1,6025,0
0,1,6025,0
-0.375259799867715,1,6025,0
-0.239916127264438,1,6025,0
0,1,6025,0
-0.0665681637758238,1,6025,0
0.148635739920359,1,6025,0
0.178452127246504,1,6025,0
0.0859201592075093,1,6025,0
-0.19868193132424,1,6025,0
0.0215059688314613,1,6025,0
0.499324110998427,1,6025,0
0,1,6025,0
-0.144551752574228,1,6025,0
0,1,6025,0
0.0923631823042224,1,6025,0
0.303370947754085,1,6025,0
0,1,6025,0
0.0702528939361853,1,6025,0
0,1,6025,0
0,1,6025,0
-0.207445827877468,1,6025,0
-0.198495190670728,1,6025,0
0,1,6025,0
0.247117113862618,1,6025,0
0,1,6025,0
-0.15820510883223,1,6025,0
0,1,6025,0
-0.145863723379817,1,6025,0
0,1,6025,0
0,1,6025,0
0,1,6025,0
-0.0665681637758238,1,6025,0
0.327529102779164,1,6025,0
0,1,6025,0
0,1,6025,0
0.562637673202601,1,6025,0
0.0819443552302467,1,6025,0
0.394297175331697,1,6025,0
-0.263022967276946,1,6025,0
0.208738218480062,1,6025,0
-0.167160121433302,1,6025,0
0.00548004575755035,1,6025,0
0.785398163397448,1,6025,0
-0.287667386377224,1,6025,0
-0.00806788500157302,1,6025,0
-0.149899197120797,1,6025,0
-0.208597979445267,1,6025,0
-0.170797267899613,1,6025,0
0.231061465905277,1,6025,0
-0.247903293499176,1,6025,0
0.392361163935724,1,6025,0
0.785398163397448,1,6025,0
-0.359080434756321,1,6025,0
0.465411395929735,1,6025,0
0.241109419991228,1,6025,0
0.0417024201914016,1,6025,0
-0.107243391125464,1,6025,0
-0.0654614606115832,1,6025,0
0.0261046874231448,1,6025,0
-0.155611043473117,1,6025,0
0.110841841147052,1,6025,0
-0.0665681637758238,1,6025,0
-0.0972773070579636,1,6025,0
0.488251286920186,1,6025,0
0.313159353300689,1,6025,0
-0.0665681637758238,1,6025,0
0,1,6025,0
0.692590715951494,1,6025,0
-0.0951449108123644,1,6025,0
0.463199905946498,1,6025,0
0.0643411288186553,1,6025,0
0.00751301438979806,1,6025,0
0.0747444028984355,1,6025,0
-0.0681366422634082,1,6025,0
-0.0665681637758238,1,6025,0
0.279057196339275,1,6025,0
0.265618320470128,1,6025,0
0.785398163397448,1,6025,0
-0.0639618504025085,1,6025,0
0.222987403228915,1,6025,0
0,1,6025,0
0,1,6025,0
0,1,6025,0
0,1,6025,0
0.393768948335402,1,6025,0
0,1,6025,0
0.072053749493995,1,6025,0
0.166023559124327,1,6025,0
0.0382330148953348,1,6025,0
0.227062400392573,1,6025,0
-0.17351402003808,1,6025,0
0.0486412771867864,1,6025,0
-0.211453563889534,1,6025,0
0.782908293554899,1,6025,0
-0.110377558398743,1,6025,0
-0.16021012827066,1,6025,0
-0.102009304132953,1,6025,0
0.408627593473806,1,6025,0
