sparsity,FadPlusorMinus,MouseID,cohortID
0.319503708419004,1,6025,0
0.17200817143799,1,6025,0
0.537605213141461,1,6025,0
0.201104128827065,1,6025,0
0.0697800705946239,1,6025,0
0.348725105150582,1,6025,0
0.394092142122163,1,6025,0
0.0850810201574047,1,6025,0
0.327390920896525,1,6025,0
0.29110125452472,1,6025,0
0.104405669376401,1,6025,0
0.306676678321222,1,6025,0
0.348242128428759,1,6025,0
0.573025146050292,1,6025,0
0.537605213141461,1,6025,0
0.218667695251223,1,6025,0
0.166610817447253,1,6025,0
0.171036401812395,1,6025,0
0.553574720252434,1,6025,0
0.0601342423787244,1,6025,0
0.235033182099233,1,6025,0
0.0922398272629747,1,6025,0
0.0816121501328954,1,6025,0
0.181797329423484,1,6025,0
0.197851165376519,1,6025,0
0.237012002879475,1,6025,0
0.280491130942467,1,6025,0
0.183533811794564,1,6025,0
0.573025146050292,1,6025,0
0.573025146050292,1,6025,0
0.255736632659251,1,6025,0
0.22275960257695,1,6025,0
0.0513081026162052,1,6025,0
0.128517458615312,1,6025,0
0.210900087833729,1,6025,0
0.326505377901458,1,6025,0
0.312218542536025,1,6025,0
0.20634369070919,1,6025,0
0.420482458872826,1,6025,0
0.29551559783702,1,6025,0
0.0459740919481839,1,6025,0
0.368176247832402,1,6025,0
0.0894081788163576,1,6025,0
0.306416479461983,1,6025,0
0.371826267270362,1,6025,0
0.0749301498602997,1,6025,0
0.243063072357058,1,6025,0
0.537605213141461,1,6025,0
0.573025146050292,1,6025,0
0.179438182245912,1,6025,0
0.227909346110466,1,6025,0
0.537605213141461,1,6025,0
0.1683677404408,1,6025,0
0.537605213141461,1,6025,0
0.105520775970556,1,6025,0
0.573025146050292,1,6025,0
0.256242833710479,1,6025,0
0.537605213141461,1,6025,0
0.0894081788163576,1,6025,0
0.573025146050292,1,6025,0
0.154681634516643,1,6025,0
0.16796694864455,1,6025,0
0.537605213141461,1,6025,0
0.553574720252434,1,6025,0
0.0989949346732093,1,6025,0
0.243678062815694,1,6025,0
0.227267612891283,1,6025,0
0.114987788767789,1,6025,0
0.291037892348803,1,6025,0
0.107931930243885,1,6025,0
0.311735524757517,1,6025,0
0.537605213141461,1,6025,0
0.239971520722199,1,6025,0
0.27850486588882,1,6025,0
0.383033159075658,1,6025,0
0.216442550201836,1,6025,0
0.196210437141521,1,6025,0
0.125180068456206,1,6025,0
0.306236245640098,1,6025,0
0.211982860945845,1,6025,0
0.573025146050292,1,6025,0
0.251630739083576,1,6025,0
0.284342891325622,1,6025,0
0.264909885607617,1,6025,0
0.288144771667212,1,6025,0
0.113160038598375,1,6025,0
0.270352295170897,1,6025,0
0.352166498619185,1,6025,0
0.204108425771228,1,6025,0
0.233561643819231,1,6025,0
0.103093672907798,1,6025,0
0.106186457347863,1,6025,0
0.259651463786851,1,6025,0
0.113712565204512,1,6025,0
0.0729018592501093,1,6025,0
0.0894081788163576,1,6025,0
0.091619509760018,1,6025,0
0.131071296245614,1,6025,0
0.144869425504037,1,6025,0
