InformationScore,FadPlusorMinus,MouseID,cohortID
4.55012274629177,1,6025,0
2.23069755618389,1,6025,0
34.4067336410535,1,6025,0
1.74814831829543,1,6025,0
4.46592451805593,1,6025,0
1.5958003793381,1,6025,0
2.79388487380402,1,6025,0
1.5538897107927,1,6025,0
9.16495297113051,1,6025,0
1.8815447275189,1,6025,0
3.56200030758042,1,6025,0
1.95902252596711,1,6025,0
0.618695941449769,1,6025,0
36.6736093472187,1,6025,0
34.4067336410535,1,6025,0
0.736933268391531,1,6025,0
1.31471660622099,1,6025,0
-0.0189289442641948,1,6025,0
26.6003523120724,1,6025,0
1.91115931407811,1,6025,0
1.0139559353903,1,6025,0
1.26473660528537,1,6025,0
2.08642189007195,1,6025,0
0.331860945361699,1,6025,0
2.17881478949429,1,6025,0
2.06508082830679,1,6025,0
2.89809099959389,1,6025,0
1.68351626706401,1,6025,0
36.6736093472187,1,6025,0
36.6736093472187,1,6025,0
0.388561454423215,1,6025,0
0.701853603553143,1,6025,0
3.28371856743714,1,6025,0
4.05636482464669,1,6025,0
0.225079205276512,1,6025,0
1.12679832403174,1,6025,0
1.34701958784402,1,6025,0
1.11589203783332,1,6025,0
5.72081837564898,1,6025,0
0.714970458475701,1,6025,0
2.94234188468377,1,6025,0
3.37907627127718,1,6025,0
5.72212344424689,1,6025,0
0.634014185910146,1,6025,0
2.72025290665202,1,6025,0
4.79552959105918,1,6025,0
1.06207498751859,1,6025,0
34.4067336410535,1,6025,0
36.6736093472187,1,6025,0
0.314860050329469,1,6025,0
0.965368699376415,1,6025,0
34.4067336410535,1,6025,0
0.205060994078721,1,6025,0
34.4067336410535,1,6025,0
0.983266721826031,1,6025,0
36.6736093472187,1,6025,0
0.343112534637775,1,6025,0
34.4067336410535,1,6025,0
5.72212344424689,1,6025,0
36.6736093472187,1,6025,0
6.06540924635075,1,6025,0
1.09106445124502,1,6025,0
34.4067336410535,1,6025,0
26.6003523120724,1,6025,0
0.456194769775024,1,6025,0
0.674891765014077,1,6025,0
0.231443601712381,1,6025,0
0.425679020264209,1,6025,0
1.07183787381683,1,6025,0
0.900043702366417,1,6025,0
0.319593509399045,1,6025,0
34.4067336410535,1,6025,0
1.02576140626104,1,6025,0
6.50518088918235,1,6025,0
3.18211423190208,1,6025,0
0.789096794175501,1,6025,0
1.39569170156741,1,6025,0
0.583387706991246,1,6025,0
1.56837792513993,1,6025,0
1.06059468191156,1,6025,0
36.6736093472187,1,6025,0
0.0963393798419078,1,6025,0
2.58776121124428,1,6025,0
1.23870547834417,1,6025,0
1.03739063976226,1,6025,0
1.9031194196462,1,6025,0
2.82344885127264,1,6025,0
1.84673368082696,1,6025,0
1.81779321092954,1,6025,0
0.525892419514132,1,6025,0
3.62012701699791,1,6025,0
1.74582703513409,1,6025,0
2.72329417012108,1,6025,0
0.423239672933447,1,6025,0
2.06059792112292,1,6025,0
5.72212344424689,1,6025,0
3.47993347190143,1,6025,0
2.4142640572558,1,6025,0
0.704028627994646,1,6025,0
3.78275619393991,1,6025,0
4.26333127373499,1,6025,0
0.150332718641017,1,6025,0
3.87940632325315,1,6025,0
3.4478074859412,1,6025,0
1.33234021316156,1,6025,0
1.14317069431806,1,6025,0
9.91284953614417,1,6025,0
2.82682174915704,1,6025,0
1.28579237099527,1,6025,0
1.40556309858561,1,6025,0
2.94234188468377,1,6025,0
3.47879095758192,1,6025,0
3.22499502472748,1,6025,0
1.01487131319297,1,6025,0
2.61018008916257,1,6025,0
1.30048749962119,1,6025,0
0.859361177300909,1,6025,0
0.97258209699796,1,6025,0
0.825861883553906,1,6025,0
2.06827446511849,1,6025,0
2.46675683949782,1,6025,0
0.997875020640794,1,6025,0
2.94429571220432,1,6025,0
1.17856436998297,1,6025,0
1.53121679312257,1,6025,0
1.93710451284862,1,6025,0
0.404284460395631,1,6025,0
2.17994709493359,1,6025,0
1.00983410783341,1,6025,0
3.78955409300711,1,6025,0
0.615064353576465,1,6025,0
2.05758862690018,1,6025,0
2.63790624975845,1,6025,0
3.02664051321034,1,6025,0
4.75698099870423,1,6025,0
34.4067336410535,1,6025,0
2.28685928950496,1,6025,0
6.22330538330861,1,6025,0
0.857093964478493,1,6025,0
36.6736093472187,1,6025,0
1.95373770132443,1,6025,0
1.54155539287043,1,6025,0
0.873997860387425,1,6025,0
3.47311832269718,1,6025,0
2.37583329728819,1,6025,0
0.738684100250705,1,6025,0
0.912870263163767,1,6025,0
5.72212344424689,1,6025,0
5.72212344424689,1,6025,0
0.830514133056837,1,6025,0
3.56009267947409,1,6025,0
3.63182188433342,1,6025,0
5.72212344424689,1,6025,0
1.24474292795747,1,6025,0
1.61369091462979,1,6025,0
1.28615739009245,1,6025,0
0.857093964478493,1,6025,0
1.78120988311164,1,6025,0
2.01335815550031,1,6025,0
36.6736093472187,1,6025,0
2.8175193613585,1,6025,0
2.90691267927139,1,6025,0
1.34068213881898,1,6025,0
2.9151374186759,1,6025,0
1.42070464963397,1,6025,0
1.56878643405553,1,6025,0
2.54729294730621,1,6025,0
34.4067336410535,1,6025,0
1.72070441889225,1,6025,0
2.62037937758888,1,6025,0
0.875340234007866,1,6025,0
2.78189533071059,1,6025,0
3.54397075537358,1,6025,0
36.6736093472187,1,6025,0
26.6003523120724,1,6025,0
0.965117837887911,1,6025,0
2.35071316200893,1,6025,0
1.25376050918488,1,6025,0
2.73561911814246,1,6025,0
1.9772066433835,1,6025,0
3.47542764051045,1,6025,0
2.22728760956834,1,6025,0
1.3553123114009,1,6025,0
27.4866504021055,1,6025,0
2.89809099959389,1,6025,0
5.72212344424689,1,6025,0
3.089420593132,1,6025,0
5.72212344424689,1,6025,0
0.321784773355908,1,6025,0
3.17066588781482,1,6025,0
6.22330538330861,1,6025,0
5.72212344424689,1,6025,0
4.79552959105918,1,6025,0
1.35132425354094,1,6025,0
5.24728194387137,1,6025,0
1.40684078479123,1,6025,0
1.52942888655169,1,6025,0
3.97492375942791,1,6025,0
2.12876271068435,1,6025,0
27.4866504021055,1,6025,0
4.46592451805593,1,6025,0
36.6736093472187,1,6025,0
4.46592451805593,1,6025,0
